name,artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,valence,sentiment,mood
The Past and Pending - 2021 Remaster,The Shins,4Omfr1OV4e0eaLcPe5JFRa,0.594,0.338,-11.365,0.039,0.85,0.0592,0.0937,119.605,0.14,1.0,Sad
Japan,Wallice,6rY5RSURTuGXP6QEtHbU6k,0.451,0.176,-9.991,0.0312,0.728,0.000445,0.11,86.707,0.107,0.3082,Sad
The Other Woman,Lana Del Rey,1KuVEZR4xuQVNr1KkanAV4,0.255,0.468,-6.43,0.0317,0.822,0.248,0.339,111.67,0.175,-0.9209,Sad
Bad Religion,Frank Ocean,2pMPWE7PJH1PizfgGRMnR9,0.359,0.367,-7.684,0.0335,0.738,1.43e-06,0.0736,83.331,0.104,0.9988,Sad
Outside with the Cuties,Frankie Cosmos,56J5dZ21WjuGKO3Z6LDIoc,0.524,0.182,-13.154,0.0637,0.689,0.000106,0.16,85.72,0.158,0.9695,Sad
Tomb,Angelo De Augustine,6EcKanoJrfQ9lWODXQEFrV,0.637,0.237,-14.951,0.0316,0.971,0.023,0.103,85.67,0.635,0.9288,Sad
Pool,Samia,5cHDAJwQx3CUxRWHfAvbkv,0.136,0.254,-12.155,0.0342,0.248,2.22e-05,0.0602,68.266,0.0639,0.9517,Sad
Sleep Apnea,Beach Fossils,6XyjwF7CAwuEaW77noJr6I,0.553,0.685,-10.624,0.0266,0.145,0.859,0.138,79.998,0.491,-0.5187,Sad
Freakin' Out On the Interstate,Briston Maroney,0awZwmlC6pxH65KTZpadmX,0.45,0.794,-5.015,0.0538,0.388,0.0,0.303,143.861,0.362,0.952,Sad
Harbor,Clairo,57VAuR1WgKFzcpO3ujQx9A,0.38,0.167,-15.294,0.0374,0.95,0.000369,0.0844,93.112,0.195,0.8737,Sad
Hard Times,Ethel Cain,7JPmhsHbjaDGmTCKBZxVVU,0.492,0.356,-10.638,0.0259,0.379,0.00666,0.274,106.968,0.15,-0.9817,Sad
Tiger Mountain Peasant Song,Fleet Foxes,2hNvu4bGZFOoop3PbornV2,0.654,0.148,-11.963,0.0327,0.929,0.0016,0.0895,130.738,0.287,0.9436,Sad
Twilight,Elliott Smith,4UPLlFF10U3St7PaaQGPgi,0.423,0.38,-13.112,0.0377,0.301,0.00317,0.208,141.047,0.479,0.9766,Sad
Paper Thin,Lianne La Havas,7kC97zPE0PxrcItXyGdk8P,0.714,0.243,-13.513,0.0478,0.646,0.212,0.11,125.834,0.504,-0.968,Sad
In the Aeroplane Over the Sea,Neutral Milk Hotel,5rfT032kGmLvbxZzfHlu5D,0.271,0.714,-5.124,0.0329,0.392,0.0,0.115,94.158,0.239,0.9945,Sad
Painkillers,Rainbow Kitten Surprise,6fc51JZVE0Yijdi6RuoLFv,0.754,0.405,-11.547,0.0378,0.466,0.00179,0.1,114.938,0.0843,0.8058,Sad
Kill Her Freak Out,Samia,52k45PRM4dPM8r4JLsmfVo,0.266,0.0567,-16.803,0.0446,0.908,0.00128,0.117,79.86,0.241,-0.9845,Sad
Pool House,The Backseat Lovers,74f0dpqHhTeTJzs4pmZ1yq,0.594,0.355,-11.184,0.0305,0.0478,0.000109,0.0559,134.097,0.327,0.3506,Sad
Used To Be Lonely,Whitney,2ya75bvL17SgjKvytJrBAm,0.566,0.405,-9.053,0.0288,0.876,0.0125,0.0928,103.467,0.365,-0.9738,Sad
I Know The End,Phoebe Bridgers,0pJW1Xw3aY4Eh6k5iuBkfI,0.323,0.323,-10.268,0.0351,0.33,0.0229,0.233,111.826,0.256,-0.4719,Sad
